,Entity,Day,COVID-19 doses (daily),Daily new confirmed deaths due to COVID-19 per million people,Daily new confirmed deaths due to COVID-19
0,Afghanistan,2021-05-27,2859.0,0.34500736,345007.36
1,Afghanistan,2021-06-03,4015.0,0.6653713,665371.3
2,Afghanistan,2022-01-27,6868.0,0.09857353,98573.53000000001
3,Afghanistan,2022-04-27,383.0,0.0,0.0
4,Afghanistan,2022-09-12,9447.0,0.0,0.0
5,Afghanistan,2022-11-02,36587.0,0.024643382,24643.381999999998
6,Afghanistan,2022-11-16,14800.0,0.024643382,24643.381999999998
7,Afghanistan,2023-04-25,3316.0,0.024643382,24643.381999999998
8,Africa,2020-12-02,0.0,0.21295498,212954.97999999998
9,Africa,2020-12-03,0.0,0.19497827,194978.27000000002
10,Africa,2020-12-04,0.0,0.22332616,223326.16
11,Africa,2020-12-05,0.0,0.26273668,262736.68
12,Africa,2020-12-06,0.0,0.18668132,186681.32
13,Africa,2020-12-07,0.0,0.21848628,218486.28
14,Africa,2020-12-08,0.0,0.16732177,167321.77000000002
15,Africa,2020-12-09,0.0,0.28901035,289010.35000000003
16,Africa,2020-12-10,0.0,0.23715441,237154.41
17,Africa,2020-12-11,0.0,0.26273668,262736.68
18,Africa,2020-12-12,0.0,0.2648109,264810.9
19,Africa,2020-12-13,0.0,0.22885746,228857.46000000002
20,Africa,2020-12-14,0.0,0.25029126,250291.26
21,Africa,2020-12-15,0.0,0.2309317,230931.69999999998
22,Africa,2020-12-16,0.0,0.27863914,278639.14
23,Africa,2020-12-17,0.0,0.23577158,235771.58000000002
24,Africa,2020-12-18,0.0,0.25513113,255131.12999999998
25,Africa,2020-12-19,0.0,0.38165957,381659.57
26,Africa,2020-12-20,0.0,0.2655023,265502.30000000005
27,Africa,2020-12-21,0.0,0.23300594,233005.94
28,Africa,2020-12-22,0.0,0.28486186,284861.86000000004
29,Africa,2020-12-23,0.0,0.35953438,359534.38
30,Africa,2020-12-24,0.0,0.42867562,428675.62
31,Africa,2020-12-25,0.0,0.37820253,378202.52999999997
32,Africa,2020-12-26,0.0,0.36644852,366448.52
33,Africa,2020-12-27,0.0,0.29592445,295924.45
34,Africa,2020-12-28,0.0,0.30352998,303529.98
35,Africa,2020-12-29,0.0,0.37543687,375436.87
36,Africa,2020-12-30,0.0,0.49919966,499199.66
37,Africa,2020-12-31,0.0,0.49366838,493668.38
38,Africa,2021-01-01,0.0,0.47914872,479148.72
39,Africa,2021-01-02,0.0,0.46117198,461171.98
40,Africa,2021-01-03,0.0,0.35192886,351928.86
41,Africa,2021-01-04,0.0,0.4272928,427292.8
42,Africa,2021-01-05,0.0,0.47223458,472234.58
43,Africa,2021-01-06,0.0,0.5724894,572489.4
44,Africa,2021-01-07,0.0,0.7612449,761244.9
45,Africa,2021-01-08,0.0,0.46808612,468086.12
46,Africa,2021-01-09,0.0,0.6319508,631950.8
47,Africa,2021-01-10,500.0,0.4853714,485371.4
48,Africa,2021-01-11,500.0,0.4224529,422452.9
49,Africa,2021-01-12,500.0,0.496434,496434.0
50,Africa,2021-01-13,500.0,0.73635405,736354.0499999999
51,Africa,2021-01-14,1000.0,0.77853024,778530.24
52,Africa,2021-01-15,1000.0,0.72874856,728748.5599999999
53,Africa,2021-01-16,3000.0,0.6367907,636790.7000000001
54,Africa,2021-01-17,1325.3334,0.472926,472926.0
55,Africa,2021-01-18,1325.3334,0.4155388,415538.8
56,Africa,2021-01-19,1325.3334,0.5116451,511645.1
57,Africa,2021-01-20,2187.0,0.8269291,826929.1
58,Africa,2021-01-21,1863.5,0.6520018,652001.7999999999
59,Africa,2021-01-22,1863.5,0.69556075,695560.75
60,Africa,2021-01-23,1463.0,0.68173254,681732.54
61,Africa,2021-01-24,768.0,0.54759854,547598.5399999999
62,Africa,2021-01-25,987.1667,0.4438867,443886.7
63,Africa,2021-01-26,3071.738,0.43074986,430749.86
64,Africa,2021-01-27,3123.738,0.69970924,699709.24
65,Africa,2021-01-28,3440.738,0.78751856,787518.5599999999
66,Africa,2021-01-29,47330.74,0.6139741,613974.1
67,Africa,2021-01-30,46684.74,0.5877004,587700.4
68,Africa,2021-01-31,44098.695,0.40793324,407933.24
69,Africa,2021-02-01,82179.695,0.35953438,359534.38
70,Africa,2021-02-02,65305.375,0.35884297,358842.97
71,Africa,2021-02-03,58805.375,0.5959974,595997.4
72,Africa,2021-02-04,50984.707,0.49919966,499199.66
73,Africa,2021-02-05,64171.707,0.3768197,376819.69999999995
74,Africa,2021-02-06,63390.707,0.39825347,398253.47
75,Africa,2021-02-07,51316.375,0.37405404,374054.04
76,Africa,2021-02-08,51316.375,0.24683419,246834.19
77,Africa,2021-02-09,74726.375,0.3042214,304221.39999999997
78,Africa,2021-02-10,141538.38,0.496434,496434.0
79,Africa,2021-02-11,119925.375,0.37889394,378893.94
80,Africa,2021-02-12,265830.88,0.3671399,367139.9
81,Africa,2021-02-13,285481.88,0.38096815,380968.15
82,Africa,2021-02-14,167375.88,0.23922865,239228.65
83,Africa,2021-02-15,167375.88,0.20673227,206732.27
84,Africa,2021-02-16,209955.16,0.31182694,311826.94
85,Africa,2021-02-17,190469.16,0.31735823,317358.23000000004
86,Africa,2021-02-18,169325.19,0.2869361,286936.10000000003
87,Africa,2021-02-19,149640.19,0.32772943,327729.43
88,Africa,2021-02-20,136385.33,0.2751821,275182.1
89,Africa,2021-02-21,95673.32,0.20189239,201892.39
90,Africa,2021-02-22,101546.82,0.236463,236463.0
91,Africa,2021-02-23,137374.83,0.20534945,205349.44999999998
92,Africa,2021-02-24,332461.3,0.33049506,330495.06
93,Africa,2021-02-25,313843.3,0.248217,248217.0
94,Africa,2021-02-26,277596.3,0.22954887,229548.87
95,Africa,2021-02-27,219342.33,0.23784582,237845.82
96,Africa,2021-02-28,142717.33,0.23922865,239228.65
97,Africa,2021-03-01,148404.33,0.1583334,158333.40000000002
98,Africa,2021-03-02,224247.34,0.2254004,225400.4
99,Africa,2021-03-03,233985.34,0.26895937,268959.37
100,Africa,2021-03-04,208947.34,0.21433781,214337.81
101,Africa,2021-03-05,227943.53,0.22954887,229548.87
102,Africa,2021-03-06,263867.75,0.21226357,212263.57
103,Africa,2021-03-07,162401.66,0.17907578,179075.78
104,Africa,2021-03-08,144364.5,0.15487635,154876.35
105,Africa,2021-03-09,232746.92,0.21710345,217103.45
106,Africa,2021-03-10,331748.97,0.20949791,209497.91
107,Africa,2021-03-11,274066.75,0.22194335,221943.35
108,Africa,2021-03-12,395013.5,0.18806414,188064.13999999998
109,Africa,2021-03-13,379899.16,0.1859899,185989.90000000002
110,Africa,2021-03-14,224939.77,0.17700155,177001.55000000002
111,Africa,2021-03-15,278753.94,0.19221261,192212.61000000002
112,Africa,2021-03-16,319415.12,0.1963611,196361.1
113,Africa,2021-03-17,276357.12,0.22816606,228166.06
114,Africa,2021-03-18,242601.97,0.28347903,283479.03
115,Africa,2021-03-19,248449.17,0.1804586,180458.6
116,Africa,2021-03-20,196667.17,0.40309337,403093.37
117,Africa,2021-03-21,163217.17,0.14035669,140356.69
118,Africa,2021-03-22,162934.67,0.13828246,138282.46
119,Africa,2021-03-23,216929.4,0.18806414,188064.13999999998
120,Africa,2021-03-24,450140.7,0.2254004,225400.4
121,Africa,2021-03-25,419073.7,0.25789678,257896.78
122,Africa,2021-03-26,365014.03,0.24614277,246142.77000000002
123,Africa,2021-03-27,290997.9,0.19774391,197743.91
124,Africa,2021-03-28,244175.95,0.13759105,137591.05
125,Africa,2021-03-29,256019.78,0.12998551,129985.51
126,Africa,2021-03-30,337855.62,0.21226357,212263.57
127,Africa,2021-03-31,338073.97,0.19290403,192904.03
128,Africa,2021-04-01,356489.53,0.22816606,228166.06
129,Africa,2021-04-02,258209.94,0.17216165,172161.65
130,Africa,2021-04-03,236712.12,0.18806414,188064.13999999998
131,Africa,2021-04-04,211545.86,0.12860268,128602.68
132,Africa,2021-04-05,209615.77,0.19013837,190138.37
133,Africa,2021-04-06,277641.25,0.15556777,155567.77
134,Africa,2021-04-07,288316.78,0.1804586,180458.6
135,Africa,2021-04-08,346379.53,0.24199429,241994.29
136,Africa,2021-04-09,284251.7,0.19566968,195669.68000000002
137,Africa,2021-04-10,280388.75,0.1963611,196361.1
138,Africa,2021-04-11,227666.33,0.16524753,165247.53
139,Africa,2021-04-12,247341.33,0.20120098,201200.98
140,Africa,2021-04-13,253143.36,0.19082978,190829.78
141,Africa,2021-04-14,287735.62,0.19290403,192904.03
142,Africa,2021-04-15,273199.22,0.28417045,284170.45
143,Africa,2021-04-16,294535.53,0.20880651,208806.51
144,Africa,2021-04-17,284749.6,0.22332616,223326.16
145,Africa,2021-04-18,218146.08,0.22332616,223326.16
146,Africa,2021-04-19,223782.69,0.18668132,186681.32
147,Africa,2021-04-20,242221.16,0.16593894,165938.94
148,Africa,2021-04-21,265582.22,0.2772563,277256.3
149,Africa,2021-04-22,230605.72,0.27794772,277947.72000000003
150,Africa,2021-04-23,228435.84,0.20050956,200509.56
151,Africa,2021-04-24,217051.73,0.23577158,235771.58000000002
152,Africa,2021-04-25,207257.33,0.16939601,169396.01
153,Africa,2021-04-26,216141.1,0.20742369,207423.69
154,Africa,2021-04-27,319880.25,0.2025838,202583.80000000002
155,Africa,2021-04-28,422551.25,0.24406853,244068.53
156,Africa,2021-04-29,268836.72,0.29177597,291775.97
157,Africa,2021-04-30,224178.98,0.18460707,184607.07
158,Africa,2021-05-01,206185.44,0.19082978,190829.78
159,Africa,2021-05-02,207571.95,0.20189239,201892.39
160,Africa,2021-05-03,248962.61,0.17008743,170087.43000000002
161,Africa,2021-05-04,415276.84,0.18875556,188755.56
162,Africa,2021-05-05,362291.84,0.2475256,247525.6
163,Africa,2021-05-06,325177.78,0.23715441,237154.41
164,Africa,2021-05-07,650779.8,0.21848628,218486.28
165,Africa,2021-05-08,311412.22,0.22194335,221943.35
166,Africa,2021-05-09,343943.5,0.18322426,183224.26
167,Africa,2021-05-10,345352.6,0.15003647,150036.47
168,Africa,2021-05-11,470659.6,0.18668132,186681.32
169,Africa,2021-05-12,401216.3,0.22954887,229548.87
170,Africa,2021-05-13,284891.7,0.26273668,262736.68
171,Africa,2021-05-14,274146.34,0.157642,157642.0
172,Africa,2021-05-15,456097.38,0.1804586,180458.6
173,Africa,2021-05-16,408324.44,0.17769295,177692.94999999998
174,Africa,2021-05-17,434799.34,0.14727081,147270.81
175,Africa,2021-05-18,654067.0,0.1804586,180458.6
176,Africa,2021-05-19,732990.9,0.27863914,278639.14
177,Africa,2021-05-20,666409.2,0.28002197,280021.97000000003
178,Africa,2021-05-21,653142.5,0.16732177,167321.77000000002
179,Africa,2021-05-22,471062.4,0.23853724,238537.24000000002
180,Africa,2021-05-23,431778.78,0.15487635,154876.35
181,Africa,2021-05-24,482092.78,0.14173952,141739.52000000002
182,Africa,2021-05-25,854525.8,0.17492731,174927.31
183,Africa,2021-05-26,624137.0,0.16248189,162481.88999999998
184,Africa,2021-05-27,644840.7,0.23784582,237845.82
185,Africa,2021-05-28,604702.7,0.18875556,188755.56
186,Africa,2021-05-29,523919.66,0.22470899,224708.99
187,Africa,2021-05-30,498994.34,0.17008743,170087.43000000002
188,Africa,2021-05-31,551753.2,0.17008743,170087.43000000002
189,Africa,2021-06-01,617778.25,0.21295498,212954.97999999998
190,Africa,2021-06-02,625441.25,0.2025838,202583.80000000002
191,Africa,2021-06-03,702204.3,0.25582254,255822.53999999998
192,Africa,2021-06-04,441368.88,0.17354448,173544.48
193,Africa,2021-06-05,362062.78,0.19290403,192904.03
194,Africa,2021-06-06,469932.38,0.18668132,186681.32
195,Africa,2021-06-07,541922.4,0.14519657,145196.57
196,Africa,2021-06-08,828274.4,0.21572062,215720.62
197,Africa,2021-06-09,714788.75,0.2592796,259279.6
198,Africa,2021-06-10,641174.1,0.2537483,253748.3
199,Africa,2021-06-11,598310.3,0.21779487,217794.87
200,Africa,2021-06-12,357926.84,0.28831893,288318.93
201,Africa,2021-06-13,492600.12,0.17077883,170778.83
202,Africa,2021-06-14,552428.1,0.22609182,226091.82
203,Africa,2021-06-15,606088.3,0.29730728,297307.28
204,Africa,2021-06-16,473541.12,0.3049128,304912.8
205,Africa,2021-06-17,612001.4,0.25789678,257896.78
206,Africa,2021-06-18,556965.56,0.32358095,323580.94999999995
207,Africa,2021-06-19,368187.88,0.35815156,358151.56
208,Africa,2021-06-20,601695.06,0.2772563,277256.3
209,Africa,2021-06-21,614387.8,0.25651395,256513.94999999998
210,Africa,2021-06-22,551744.5,0.30698705,306987.05
211,Africa,2021-06-23,530570.0,0.46946895,469468.95
212,Africa,2021-06-24,566475.4,0.35192886,351928.86
213,Africa,2021-06-25,582955.0,0.3491632,349163.2
214,Africa,2021-06-26,366835.16,0.4113903,411390.3
215,Africa,2021-06-27,479108.94,0.34086627,340866.27
216,Africa,2021-06-28,401241.94,0.29039314,290393.14
217,Africa,2021-06-29,560539.2,0.37405404,374054.04
218,Africa,2021-06-30,612625.94,0.38442522,384425.22000000003
219,Africa,2021-07-01,553028.1,0.5185592,518559.2
220,Africa,2021-07-02,437728.1,1.0502553,1050255.2999999998
221,Africa,2021-07-03,375030.94,0.48882848,488828.48
222,Africa,2021-07-04,410877.78,0.34086627,340866.27
223,Africa,2021-07-05,490615.28,0.44941798,449417.98
224,Africa,2021-07-06,462431.28,0.5040395,504039.5
225,Africa,2021-07-07,557714.56,0.5918489,591848.9
226,Africa,2021-07-08,537233.1,0.60360295,603602.95
227,Africa,2021-07-09,560891.25,0.6008373,600837.3
228,Africa,2021-07-10,364390.4,0.6360993,636099.3
229,Africa,2021-07-11,408339.1,0.47430882,474308.82
230,Africa,2021-07-12,718812.0,0.43144125,431441.25
231,Africa,2021-07-13,722490.94,0.50957084,509570.83999999997
232,Africa,2021-07-14,778767.2,0.7474167,747416.7000000001
233,Africa,2021-07-15,1066775.5,0.6831153,683115.2999999999
234,Africa,2021-07-16,316408.44,0.6513104,651310.3999999999
235,Africa,2021-07-17,313128.12,0.6865724,686572.4
236,Africa,2021-07-18,261409.2,0.5406844,540684.3999999999
237,Africa,2021-07-19,743016.6,0.4003277,400327.7
238,Africa,2021-07-20,564460.06,0.50196534,501965.34
239,Africa,2021-07-21,680304.25,0.7716161,771616.1
240,Africa,2021-07-22,713790.56,0.6430134,643013.3999999999
241,Africa,2021-07-23,542756.1,0.650619,650619.0
242,Africa,2021-07-24,294622.53,0.855277,855277.0
243,Africa,2021-07-25,322723.2,0.6596073,659607.3
244,Africa,2021-07-26,903333.94,0.5731808,573180.8
245,Africa,2021-07-27,1076963.4,0.5918489,591848.9
246,Africa,2021-07-28,1152583.6,0.5814777,581477.7
247,Africa,2021-07-29,1147329.4,0.8262377,826237.7
248,Africa,2021-07-30,665771.94,0.7432682,743268.2000000001
249,Africa,2021-07-31,502558.84,0.6084428,608442.7999999999
250,Africa,2021-08-01,424122.84,0.55312985,553129.85
251,Africa,2021-08-02,728698.1,0.5240905,524090.5
252,Africa,2021-08-03,1794088.9,0.59323174,593231.74
253,Africa,2021-08-04,846319.0,0.7612449,761244.9
254,Africa,2021-08-05,817351.9,0.65822446,658224.46
255,Africa,2021-08-06,882037.5,1.0544038,1054403.8
256,Africa,2021-08-07,656428.44,0.7958155,795815.5
257,Africa,2021-08-08,604332.4,0.5240905,524090.5
258,Africa,2021-08-09,1075179.9,0.47223458,472234.58
259,Africa,2021-08-10,696752.44,0.41968724,419687.24
260,Africa,2021-08-11,1194162.1,0.63540787,635407.87
261,Africa,2021-08-12,1308668.2,0.7308228,730822.8
262,Africa,2021-08-13,898135.56,0.83868307,838683.07
263,Africa,2021-08-14,637606.75,0.68449813,684498.13
264,Africa,2021-08-15,853545.25,0.46808612,468086.12
265,Africa,2021-08-16,1392167.6,0.4673947,467394.7
266,Africa,2021-08-17,1596911.6,0.5068052,506805.19999999995
267,Africa,2021-08-18,1553157.6,0.6637558,663755.8
268,Africa,2021-08-19,1589719.4,0.744651,744651.0
269,Africa,2021-08-20,1178244.5,0.5538212,553821.2000000001
270,Africa,2021-08-21,1187034.2,0.5496728,549672.7999999999
271,Africa,2021-08-22,925074.7,0.44181246,441812.46
272,Africa,2021-08-23,1675301.5,0.4224529,422452.9
273,Africa,2021-08-24,1859814.5,0.4784573,478457.3
274,Africa,2021-08-25,1720745.2,0.62227106,622271.0599999999
275,Africa,2021-08-26,1791419.2,0.66652143,666521.4299999999
276,Africa,2021-08-27,1814661.0,0.5303132,530313.2000000001
277,Africa,2021-08-28,1068037.4,0.60636854,606368.5399999999
278,Africa,2021-08-29,1815310.4,0.5648838,564883.8
279,Africa,2021-08-30,1354318.5,0.39756206,397562.06
280,Africa,2021-08-31,1481548.8,0.4155388,415538.8
281,Africa,2021-09-01,1581446.1,0.59392315,593923.1499999999
282,Africa,2021-09-02,1485057.8,0.4667033,466703.3
283,Africa,2021-09-03,1285779.9,0.54275864,542758.64
284,Africa,2021-09-04,1605813.2,0.4549493,454949.3
285,Africa,2021-09-05,1122067.9,0.34224907,342249.07
286,Africa,2021-09-06,1953504.9,0.2544397,254439.69999999998
287,Africa,2021-09-07,1081463.2,0.3830424,383042.4
288,Africa,2021-09-08,1108468.6,0.45702353,457023.53
289,Africa,2021-09-09,1527303.8,0.4224529,422452.9
290,Africa,2021-09-10,2088571.4,0.34985462,349854.62
291,Africa,2021-09-11,2047812.4,0.41692162,416921.62
292,Africa,2021-09-12,1396606.2,0.25305688,253056.87999999998
293,Africa,2021-09-13,1277211.4,0.25513113,255131.12999999998
294,Africa,2021-09-14,1349196.0,0.3256552,325655.19999999995
295,Africa,2021-09-15,1171886.8,0.4342069,434206.9
296,Africa,2021-09-16,2247072.0,0.32427236,324272.36
297,Africa,2021-09-17,1338165.1,0.39133936,391339.36000000004
298,Africa,2021-09-18,1311919.2,0.2820962,282096.2
299,Africa,2021-09-19,1351192.6,0.2710336,271033.6
300,Africa,2021-09-20,1465499.9,0.1915212,191521.2
301,Africa,2021-09-21,1488592.6,0.22125193,221251.93000000002
302,Africa,2021-09-22,1525469.5,0.33533496,335334.96
303,Africa,2021-09-23,1667532.5,0.3042214,304221.39999999997
304,Africa,2021-09-24,1291334.9,0.30560422,305604.22
305,Africa,2021-09-25,1253186.0,0.4003277,400327.7
306,Africa,2021-09-26,1435031.5,0.17631014,176310.14
307,Africa,2021-09-27,1520009.1,0.21088074,210880.74000000002
308,Africa,2021-09-28,1323881.1,0.28417045,284170.45
309,Africa,2021-09-29,1258146.6,0.31113553,311135.52999999997
310,Africa,2021-09-30,1264764.4,0.2814048,281404.8
311,Africa,2021-10-01,1378207.8,0.23024029,230240.28999999998
312,Africa,2021-10-02,1336053.1,0.19359544,193595.44
313,Africa,2021-10-03,1202535.9,0.15625918,156259.18
314,Africa,2021-10-04,1304440.2,0.17147024,171470.24
315,Africa,2021-10-05,1366798.2,0.1348254,134825.40000000002
316,Africa,2021-10-06,1522392.0,0.21295498,212954.97999999998
317,Africa,2021-10-07,1340424.1,0.26135385,261353.85
318,Africa,2021-10-08,1261262.2,0.20604086,206040.86
319,Africa,2021-10-09,1159253.2,0.2025838,202583.80000000002
320,Africa,2021-10-10,1186393.2,0.13759105,137591.05
321,Africa,2021-10-11,1356098.8,0.15072788,150727.88
322,Africa,2021-10-12,1609962.8,0.15418494,154184.94
323,Africa,2021-10-13,1727559.2,0.17907578,179075.78
324,Africa,2021-10-14,1454774.6,0.17147024,171470.24
325,Africa,2021-10-15,1721145.1,0.1521107,152110.69999999998
326,Africa,2021-10-16,1507131.0,0.13966528,139665.28
327,Africa,2021-10-17,1505461.9,0.11062597,110625.97
328,Africa,2021-10-18,1568551.0,0.14727081,147270.81
329,Africa,2021-10-19,1533157.6,0.11546585,115465.84999999999
330,Africa,2021-10-20,1541655.9,0.12652844,126528.43999999999
331,Africa,2021-10-21,1458549.6,0.22816606,228166.06
332,Africa,2021-10-22,1695186.6,0.17492731,174927.31
333,Africa,2021-10-23,1513871.2,0.1410481,141048.1
334,Africa,2021-10-24,1450623.6,0.09956337,99563.37
335,Africa,2021-10-25,2025624.1,0.12030574,120305.73999999999
336,Africa,2021-10-26,2047429.1,0.12652844,126528.43999999999
337,Africa,2021-10-27,1652582.1,0.15141928,151419.28
338,Africa,2021-10-28,1607280.5,0.17285307,172853.07
339,Africa,2021-10-29,1793120.2,0.14727081,147270.81
340,Africa,2021-10-30,1674947.1,0.11684868,116848.68
341,Africa,2021-10-31,1464630.4,0.08504371,85043.70999999999
342,Africa,2021-11-01,1439765.2,0.100946195,100946.195
343,Africa,2021-11-02,1387041.5,0.11408303,114083.03
344,Africa,2021-11-03,1358958.2,0.11200879,112008.79
345,Africa,2021-11-04,1385567.4,0.12860268,128602.68
346,Africa,2021-11-05,1391387.0,0.18875556,188755.56
347,Africa,2021-11-06,1270731.6,0.1182315,118231.5
348,Africa,2021-11-07,1726702.5,0.09403207,94032.06999999999
349,Africa,2021-11-08,1782142.4,0.1182315,118231.5
350,Africa,2021-11-09,1825146.5,0.09956337,99563.37
351,Africa,2021-11-10,1859021.2,0.113391615,113391.615
352,Africa,2021-11-11,1815831.0,0.12307139,123071.39
353,Africa,2021-11-12,1548822.9,0.12721986,127219.85999999999
354,Africa,2021-11-13,1492665.0,0.12652844,126528.43999999999
355,Africa,2021-11-14,1345700.9,0.10440326,104403.26
356,Africa,2021-11-15,1489741.6,0.12721986,127219.85999999999
357,Africa,2021-11-16,1465160.2,0.09818055,98180.55
358,Africa,2021-11-17,1495603.6,0.10786031,107860.31
359,Africa,2021-11-18,1405112.0,0.12721986,127219.85999999999
360,Africa,2021-11-19,1575858.0,0.13205974,132059.74000000002
361,Africa,2021-11-20,1667920.2,0.08573512,85735.12
362,Africa,2021-11-21,1796072.0,0.08089524,80895.23999999999
363,Africa,2021-11-22,1927359.9,0.10924314,109243.14
364,Africa,2021-11-23,2043684.4,0.08919218,89192.18
365,Africa,2021-11-24,2211847.0,0.13966528,139665.28
366,Africa,2021-11-25,2260791.5,0.13966528,139665.28
367,Africa,2021-11-26,2016043.1,0.15625918,156259.18
368,Africa,2021-11-27,1789093.5,0.08504371,85043.70999999999
369,Africa,2021-11-28,1662583.9,0.07052405,70524.05
370,Africa,2021-11-29,2119673.0,0.10647749,106477.48999999999
371,Africa,2021-11-30,2135709.5,0.094723485,94723.485
372,Africa,2021-12-01,1937203.1,0.12307139,123071.39
373,Africa,2021-12-02,2077002.9,0.111317374,111317.374
374,Africa,2021-12-03,2657350.5,0.15003647,150036.47
375,Africa,2021-12-04,1538822.9,0.086426534,86426.534
376,Africa,2021-12-05,1444168.5,0.06706699,67066.99
377,Africa,2021-12-06,1632865.1,0.09541489,95414.89
378,Africa,2021-12-07,1721238.1,0.07536394,75363.94
379,Africa,2021-12-08,1720489.2,0.09956337,99563.37
380,Africa,2021-12-09,1668698.5,0.1016376,101637.59999999999
381,Africa,2021-12-10,2055880.5,0.09541489,95414.89
382,Africa,2021-12-11,1839671.8,0.08711795,87117.95
383,Africa,2021-12-12,1863341.9,0.105094664,105094.664
384,Africa,2021-12-13,1975616.4,0.120997146,120997.146
385,Africa,2021-12-14,1991867.2,0.102329016,102329.01599999999
386,Africa,2021-12-15,1971390.4,0.08711795,87117.95
387,Africa,2021-12-16,2499577.2,0.10647749,106477.48999999999
388,Africa,2021-12-17,2375728.8,0.089883596,89883.59599999999
389,Africa,2021-12-18,2310303.5,0.09956337,99563.37
390,Africa,2021-12-19,2304207.8,0.086426534,86426.534
391,Africa,2021-12-20,2504623.5,0.083660886,83660.886
392,Africa,2021-12-21,2594226.0,0.19912674,199126.74
393,Africa,2021-12-22,2571842.5,0.13689964,136899.63999999998
394,Africa,2021-12-23,2332474.8,0.15418494,154184.94
395,Africa,2021-12-24,1907963.6,0.14243093,142430.93000000002
396,Africa,2021-12-25,1788615.9,0.15072788,150727.88
397,Africa,2021-12-26,1735185.4,0.09679772,96797.72
398,Africa,2021-12-27,1577021.8,0.11408303,114083.03
399,Africa,2021-12-28,1632985.6,0.1521107,152110.69999999998
400,Africa,2021-12-29,1683568.4,0.13966528,139665.28
401,Africa,2021-12-30,1643906.1,0.16663036,166630.36000000002
402,Africa,2021-12-31,2049102.1,0.20396662,203966.62
403,Africa,2022-01-01,1742669.9,0.18322426,183224.26
404,Africa,2022-01-02,1304246.8,0.12860268,128602.68
405,Africa,2022-01-03,1579535.9,0.120997146,120997.146
406,Africa,2022-01-04,1632041.6,0.1915212,191521.2
407,Africa,2022-01-05,1356629.6,0.23715441,237154.41
408,Africa,2022-01-06,1526592.6,0.20120098,201200.98
409,Africa,2022-01-07,2226137.8,0.531696,531696.0
410,Africa,2022-01-08,1951363.1,0.28002197,280021.97000000003
411,Africa,2022-01-09,1844401.6,0.18806414,188064.13999999998
412,Africa,2022-01-10,1696075.8,0.1859899,185989.90000000002
413,Africa,2022-01-11,1441103.4,0.2475256,247525.6
414,Africa,2022-01-12,1470003.6,0.25651395,256513.94999999998
415,Africa,2022-01-13,1729167.9,0.31044412,310444.12
416,Africa,2022-01-14,1932787.2,0.22885746,228857.46000000002
417,Africa,2022-01-15,1741972.1,0.26273668,262736.68
418,Africa,2022-01-16,2173694.2,0.22470899,224708.99
419,Africa,2022-01-17,2344069.8,0.20050956,200509.56
420,Africa,2022-01-18,1696240.1,0.23024029,230240.28999999998
421,Africa,2022-01-19,1616402.0,0.24061148,240611.47999999998
422,Africa,2022-01-20,1386730.4,0.26411948,264119.48000000004
423,Africa,2022-01-21,1393969.0,0.25513113,255131.12999999998
424,Africa,2022-01-22,1329036.5,0.2703422,270342.19999999995
425,Africa,2022-01-23,1253544.5,0.22470899,224708.99
426,Africa,2022-01-24,1221036.0,0.21641204,216412.04
427,Africa,2022-01-25,1340567.1,0.236463,236463.0
428,Africa,2022-01-26,1516401.5,0.26826796,268267.96
429,Africa,2022-01-27,1428252.5,0.2136464,213646.4
430,Africa,2022-01-28,1319016.6,0.2544397,254439.69999999998
431,Africa,2022-01-29,1260421.4,0.25651395,256513.94999999998
432,Africa,2022-01-30,1267762.8,0.22056052,220560.52000000002
433,Africa,2022-01-31,1475912.0,0.2032752,203275.19999999998
434,Africa,2022-02-01,1822192.9,0.22056052,220560.52000000002
435,Africa,2022-02-02,1764433.9,0.36921415,369214.15
436,Africa,2022-02-03,1657407.9,0.27172503,271725.02999999997
437,Africa,2022-02-04,1645563.4,0.25167406,251674.05999999997
438,Africa,2022-02-05,1643713.8,0.2931588,293158.8
439,Africa,2022-02-06,1578731.4,0.19428685,194286.85
440,Africa,2022-02-07,1486865.6,0.17077883,170778.83
441,Africa,2022-02-08,1316817.2,0.32288954,322889.54
442,Africa,2022-02-09,1360686.2,0.4065504,406550.39999999997
443,Africa,2022-02-10,1424197.4,0.30145577,301455.77
444,Africa,2022-02-11,1440940.5,0.29177597,291775.97
445,Africa,2022-02-12,1428213.5,0.25513113,255131.12999999998
446,Africa,2022-02-13,1337487.9,0.248217,248217.0
447,Africa,2022-02-14,1408753.5,0.13275115,132751.15000000002
448,Africa,2022-02-15,1440367.2,0.28347903,283479.03
449,Africa,2022-02-16,2484209.5,0.3139012,313901.2
450,Africa,2022-02-17,2711011.0,0.17769295,177692.94999999998
451,Africa,2022-02-18,2785172.0,0.4452695,445269.5
452,Africa,2022-02-19,3293839.2,0.33879203,338792.03
453,Africa,2022-02-20,2653539.0,0.3657571,365757.1
454,Africa,2022-02-21,3059944.5,0.13275115,132751.15000000002
455,Africa,2022-02-22,2940420.5,0.24614277,246142.77000000002
456,Africa,2022-02-23,2161329.5,0.17769295,177692.94999999998
457,Africa,2022-02-24,2139996.0,0.17354448,173544.48
458,Africa,2022-02-25,1364651.5,0.105094664,105094.664
459,Africa,2022-02-26,2006744.4,0.16663036,166630.36000000002
460,Africa,2022-02-27,1214332.8,0.10371184,103711.84
